School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,FESTIVE DRUMS
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SHOOTING,PHYSICAL SPORTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SOFTBALL,PHYSICAL SPORTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,
EDGEFIELD SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,STEM
ELIAS PARK PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,
ELIAS PARK PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,SWIFT STRIDERS
ELIAS PARK PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,RUGBY,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,SAILING,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,TABLE TENNIS,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,ART AND CRAFTS,CLUBS AND SOCIETIES,EJ VISUAL ART CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,ARTISTIC GYMNASTICS,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,BADMINTON,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,BASKETBALL,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,BOWLING,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,BOYS' BRIGADE,UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CANOEING,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHEERLEADING,CLUBS AND SOCIETIES,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHOIR,VISUAL AND PERFORMING ARTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATE SOCIETY
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,DIGITAL MEDIA,CLUBS AND SOCIETIES,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,ENVIRONMENT CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,FLOORBALL,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,FRISBEE,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,GIRLS' BRIGADE,UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,GOLF,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,HEALTH AND FITNESS,PHYSICAL SPORTS,HEALTH AND FITNESS CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,HOCKEY,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,EJC MEDIA CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,LIBRARY CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,MODERN DANCE,VISUAL AND PERFORMING ARTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,MODULAR CCA (SPORTS),PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,NETBALL,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,OUTDOOR ADVENTURE,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,POP AND JAZZ,VISUAL AND PERFORMING ARTS,STREET DANCE
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,PUBLICATION,CLUBS AND SOCIETIES,PRESS
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,RED CROSS YOUTH,UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,RHYTHMIC GYMNASTICS,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,ROBOTICS,CLUBS AND SOCIETIES,COMPUTING & ROBOTICS CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SCOUTS,UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SHOOTING,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SOFTBALL,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SQUASH,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,ST JOHN BRIGADE,UNIFORMED GROUPS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STRATEGY GAMES,CLUBS AND SOCIETIES,MIND SPORTS CLUB
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,CHAMBER STRINGS
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT INITIATED ACTIVITIES (PHYSICAL SPORTS AND OUTDOORS),OTHERS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT INITIATED ACTIVITIES (VISUAL & PERFORMING ARTS),OTHERS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (COUNCIL),OTHERS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (HOUSE),OTHERS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,SWIMMING,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,TABLE TENNIS,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,TAEKWONDO,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,TENNIS,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,TRACK AND FIELD,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,TRAMPOLINE,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,VOLLEYBALL,PHYSICAL SPORTS,
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,WESTERN ORCHESTRA,VISUAL AND PERFORMING ARTS,ROCK BAND
EUNOIA JUNIOR COLLEGE,JUNIOR COLLEGE,WUSHU,PHYSICAL SPORTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
EVERGREEN PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
EVERGREEN PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
EVERGREEN PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
EVERGREEN PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PEER SUPPORT),OTHERS,STUDENT LEADERSHIP (PEER SUPPORT LEADER)
EVERGREEN PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,STUDENT LEADERSHIP (PREFECT)
EVERGREEN PRIMARY SCHOOL,PRIMARY,TAEKWONDO,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,AESTHETICS DEPT
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,CHINESE LANGUAGE DEPT
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE DANCE,VISUAL AND PERFORMING ARTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),COMMUNITY SERVICE (ROTARY-SPONSORED),CLUBS AND SOCIETIES,INTERACT CLUB
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),CROSS COUNTRY,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,ENGLISH DEPT
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,ELDDS
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),GAMELAN ENSEMBLE,VISUAL AND PERFORMING ARTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),HEALTH AND FITNESS,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,DIGITAL MEDIA CLUB
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,MALAY LANGUAGE DEPT
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),MATHEMATICS,CLUBS AND SOCIETIES,MATHEMATICS DEPT
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,NCDCC
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE DEPT
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),ROPE SKIPPING,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),RUGBY,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,CCA EXCO
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (HOUSE),OTHERS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),STUDENT LEADERSHIP (PREFECT),OTHERS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,
EVERGREEN SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,BADMINTON,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,BASKETBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,CONCERT BAND,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,DIGITAL MEDIA,CLUBS AND SOCIETIES,STEM CLUB
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,FAITH-BASED CCA,CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,FOOTBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,MODULAR CCA (C&S),CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (PRIMARY),PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),JOURNALISM,CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),RED CROSS YOUTH,UNIFORMED GROUPS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),SP-CCA (WATER POLO),PHYSICAL SPORTS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),STUDENT LEADERSHIP (COUNCIL),OTHERS,
FAIRFIELD METHODIST SCHOOL (SECONDARY),SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
FARRER PARK PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,CHINESE INSTRUMENTAL ENSEMBLE,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE
FARRER PARK PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
FARRER PARK PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
FARRER PARK PRIMARY SCHOOL,PRIMARY,MATHEMATICS,CLUBS AND SOCIETIES,DARWINIAN CLUB (MA)
FARRER PARK PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,DARWINIAN CLUB (SCI)
FARRER PARK PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
FARRER PARK PRIMARY SCHOOL,PRIMARY,TENNIS,PHYSICAL SPORTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
FENGSHAN PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,CONCERT BAND,VISUAL AND PERFORMING ARTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
FENGSHAN PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,HEALTH AND FITNESS,PHYSICAL SPORTS,MULTI SPORTS CLUB
FENGSHAN PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
FENGSHAN PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
FERN GREEN PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,
FERN GREEN PRIMARY SCHOOL,PRIMARY,DESIGN AND INNOVATION,CLUBS AND SOCIETIES,
FERN GREEN PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
FERN GREEN PRIMARY SCHOOL,PRIMARY,HARMONICA ENSEMBLE,VISUAL AND PERFORMING ARTS,
